Station,Depth,Filter,MGT,Transcripts,Gene
92,SRF,5 to 20,13,0,alma1
92,SRF,5 to 20,4,4.19E-08,alma1
92,SRF,5 to 20,67,0,alma1
92,SRF,5 to 20,58,0,alma1
147,SRF,180 to 2000,38,0,alma1
147,SRF,180 to 2000,2493,6.99E-06,alma1
150,DCM,20 to 180,12,1.70E-07,alma1
150,DCM,20 to 180,2493,5.75E-08,alma1
150,DCM,20 to 180,46,6.03E-08,alma1
78,SRF,5 to 20,44,0,alma1
110,DCM,180 to 2000,44,0,alma1
84,SRF,0.8 to 5,112,1.26E-07,alma1
84,SRF,0.8 to 5,30,2.47E-07,alma1
84,SRF,0.8 to 5,67,1.20E-06,alma1
84,SRF,0.8 to 5,4,1.16E-06,alma1
84,SRF,0.8 to 5,85,2.33E-07,alma1
84,SRF,0.8 to 5,13,1.41E-06,alma1
84,SRF,0.8 to 5,74,1.33E-07,alma1
135,DCM,180 to 2000,188,0,alma1
135,DCM,180 to 2000,166,0,alma1
135,DCM,180 to 2000,2493,2.07E-08,alma1
135,DCM,180 to 2000,179,0,alma1
135,DCM,180 to 2000,38,0,alma1
135,DCM,180 to 2000,58,0,alma1
128,DCM,5 to 20,58,0,alma1
128,DCM,5 to 20,1255,0,alma1
128,DCM,5 to 20,44,0,alma1
128,DCM,5 to 20,166,0,alma1
72,DCM,5 to 20,12,3.72E-08,alma1
72,DCM,5 to 20,13,1.25E-07,alma1
72,DCM,5 to 20,1580,1.08E-07,alma1
23,DCM,0.8 to 5,2743,0,alma1
23,DCM,0.8 to 5,66,0,alma1
23,DCM,0.8 to 5,58,3.30E-08,alma1
23,DCM,0.8 to 5,36,3.32E-07,alma1
23,DCM,0.8 to 5,178,3.52E-08,alma1
23,DCM,0.8 to 5,225,0,alma1
123,SRF,180 to 2000,44,0,alma1
123,SRF,180 to 2000,332,0,alma1
132,DCM,0.8 to 5,188,0,alma1
132,DCM,0.8 to 5,12,4.49E-08,alma1
132,DCM,0.8 to 5,166,0,alma1
132,DCM,0.8 to 5,44,0,alma1
132,DCM,0.8 to 5,332,0,alma1
132,DCM,0.8 to 5,179,0,alma1
132,DCM,0.8 to 5,58,1.57E-07,alma1
36,DCM,180 to 2000,166,0,alma1
36,DCM,180 to 2000,179,0,alma1
85,DCM,180 to 2000,74,1.52E-07,alma1
85,DCM,180 to 2000,85,3.90E-08,alma1
85,DCM,180 to 2000,13,3.52E-07,alma1
85,DCM,180 to 2000,67,5.00E-07,alma1
85,DCM,180 to 2000,30,2.65E-07,alma1
85,DCM,180 to 2000,4,1.08E-06,alma1
85,DCM,180 to 2000,112,8.77E-07,alma1
151,DCM,20 to 180,46,2.05E-07,alma1
151,DCM,20 to 180,35,3.29E-08,alma1
151,DCM,20 to 180,12,1.59E-07,alma1
151,DCM,20 to 180,2493,2.20E-08,alma1
98,SRF,5 to 20,44,0,alma1
98,SRF,5 to 20,46,1.26E-07,alma1
36,SRF,20 to 180,46,4.31E-07,alma1
36,SRF,20 to 180,179,0,alma1
36,SRF,20 to 180,188,0,alma1
36,SRF,20 to 180,166,0,alma1
124,SRF,0.8 to 5,2743,0,alma1
124,SRF,0.8 to 5,58,3.58E-07,alma1
124,SRF,0.8 to 5,76,0,alma1
124,SRF,0.8 to 5,66,0,alma1
124,SRF,0.8 to 5,36,0,alma1
124,SRF,0.8 to 5,44,0,alma1
124,SRF,0.8 to 5,225,0,alma1
151,SRF,20 to 180,46,1.86E-07,alma1
151,SRF,20 to 180,2493,3.91E-08,alma1
151,SRF,20 to 180,12,3.88E-08,alma1
109,SRF,20 to 180,44,0,alma1
109,SRF,20 to 180,166,0,alma1
109,SRF,20 to 180,46,2.12E-08,alma1
39,DCM,0.8 to 5,188,0,alma1
39,DCM,0.8 to 5,36,4.80E-08,alma1
39,DCM,0.8 to 5,166,0,alma1
39,DCM,0.8 to 5,4,1.16E-07,alma1
39,DCM,0.8 to 5,44,0,alma1
39,DCM,0.8 to 5,178,1.53E-07,alma1
39,DCM,0.8 to 5,66,0,alma1
39,DCM,0.8 to 5,179,0,alma1
128,SRF,20 to 180,332,0,alma1
128,SRF,20 to 180,44,0,alma1
124,SRF,180 to 2000,2493,4.33E-08,alma1
124,SRF,180 to 2000,44,0,alma1
124,SRF,180 to 2000,58,0,alma1
85,DCM,5 to 20,13,2.41E-07,alma1
85,DCM,5 to 20,74,5.28E-07,alma1
85,DCM,5 to 20,112,1.19E-06,alma1
85,DCM,5 to 20,30,6.32E-07,alma1
85,DCM,5 to 20,67,4.79E-07,alma1
85,DCM,5 to 20,4,1.32E-06,alma1
110,SRF,180 to 2000,44,0,alma1
110,SRF,180 to 2000,38,0,alma1
110,SRF,180 to 2000,332,0,alma1
135,DCM,5 to 20,179,0,alma1
135,DCM,5 to 20,38,0,alma1
135,DCM,5 to 20,1255,0,alma1
135,DCM,5 to 20,166,0,alma1
135,DCM,5 to 20,12,1.25E-07,alma1
135,DCM,5 to 20,188,0,alma1
135,DCM,5 to 20,44,0,alma1
30,SRF,180 to 2000,2493,5.51E-08,alma1
151,SRF,180 to 2000,2493,1.01E-07,alma1
25,DCM,5 to 20,12,8.27E-08,alma1
72,DCM,0.8 to 5,58,1.36E-07,alma1
72,DCM,0.8 to 5,188,0,alma1
72,DCM,0.8 to 5,36,2.57E-07,alma1
72,DCM,0.8 to 5,166,0,alma1
72,DCM,0.8 to 5,2743,0,alma1
72,DCM,0.8 to 5,332,0,alma1
72,DCM,0.8 to 5,179,0,alma1
72,DCM,0.8 to 5,66,0,alma1
72,DCM,0.8 to 5,44,0,alma1
68,SRF,180 to 2000,44,0,alma1
68,SRF,180 to 2000,58,2.80E-08,alma1
80,DCM,20 to 180,46,1.32E-07,alma1
80,DCM,20 to 180,12,3.41E-07,alma1
80,DCM,20 to 180,59,0,alma1
98,SRF,20 to 180,46,5.61E-08,alma1
98,SRF,20 to 180,12,5.66E-08,alma1
98,SRF,20 to 180,44,0,alma1
149,SRF,180 to 2000,38,0,alma1
149,SRF,180 to 2000,2493,1.18E-07,alma1
52,DCM,20 to 180,46,5.84E-08,alma1
52,DCM,20 to 180,58,2.90E-08,alma1
52,DCM,20 to 180,4,0,alma1
52,DCM,20 to 180,332,0,alma1
52,DCM,20 to 180,44,0,alma1
52,DCM,20 to 180,2493,2.41E-08,alma1
52,DCM,20 to 180,12,1.57E-07,alma1
135,DCM,20 to 180,188,0,alma1
135,DCM,20 to 180,166,0,alma1
135,DCM,20 to 180,58,2.01E-08,alma1
135,DCM,20 to 180,38,0,alma1
135,DCM,20 to 180,44,0,alma1
135,DCM,20 to 180,59,0,alma1
135,DCM,20 to 180,12,1.36E-07,alma1
135,DCM,20 to 180,35,3.63E-08,alma1
135,DCM,20 to 180,179,0,alma1
66,DCM,5 to 20,332,0,alma1
66,DCM,5 to 20,44,0,alma1
64,SRF,20 to 180,44,0,alma1
64,SRF,20 to 180,46,6.53E-08,alma1
41,SRF,0.8 to 5,13,0,alma1
41,SRF,0.8 to 5,166,0,alma1
41,SRF,0.8 to 5,179,0,alma1
41,SRF,0.8 to 5,66,0,alma1
138,DCM,180 to 2000,44,0,alma1
138,DCM,180 to 2000,332,0,alma1
4,SRF,0.8 to 5,44,0,alma1
4,SRF,0.8 to 5,178,1.13E-07,alma1
4,SRF,0.8 to 5,2743,0,alma1
4,SRF,0.8 to 5,66,0,alma1
4,SRF,0.8 to 5,36,2.65E-07,alma1
4,SRF,0.8 to 5,29,0,alma1
4,SRF,0.8 to 5,747,0,alma1
4,SRF,0.8 to 5,58,0,alma1
137,SRF,180 to 2000,332,0,alma1
137,SRF,180 to 2000,166,0,alma1
137,SRF,180 to 2000,44,0,alma1
25,SRF,5 to 20,12,4.61E-07,alma1
25,SRF,5 to 20,35,9.24E-08,alma1
38,SRF,20 to 180,166,0,alma1
38,SRF,20 to 180,46,1.18E-06,alma1
38,SRF,20 to 180,179,0,alma1
125,SRF,20 to 180,44,0,alma1
125,SRF,20 to 180,332,0,alma1
125,SRF,20 to 180,58,4.99E-08,alma1
122,SRF,20 to 180,44,0,alma1
122,SRF,20 to 180,332,0,alma1
4,DCM,0.8 to 5,66,0,alma1
4,DCM,0.8 to 5,35,7.82E-08,alma1
4,DCM,0.8 to 5,12,2.44E-07,alma1
4,DCM,0.8 to 5,59,0,alma1
142,DCM,0.8 to 5,66,0,alma1
142,DCM,0.8 to 5,178,6.38E-08,alma1
142,DCM,0.8 to 5,36,1.47E-07,alma1
68,SRF,20 to 180,46,3.04E-07,alma1
68,SRF,20 to 180,12,4.00E-07,alma1
68,SRF,20 to 180,44,0,alma1
100,SRF,0.8 to 5,58,9.12E-08,alma1
100,SRF,0.8 to 5,67,0,alma1
100,SRF,0.8 to 5,36,7.28E-08,alma1
100,SRF,0.8 to 5,225,0,alma1
100,SRF,0.8 to 5,2743,0,alma1
100,SRF,0.8 to 5,332,0,alma1
100,SRF,0.8 to 5,66,0,alma1
100,SRF,0.8 to 5,44,0,alma1
41,SRF,5 to 20,46,2.51E-07,alma1
93,SRF,5 to 20,38,0,alma1
131,SRF,5 to 20,46,3.33E-08,alma1
131,SRF,5 to 20,2493,3.63E-08,alma1
131,SRF,5 to 20,36,2.10E-08,alma1
131,SRF,5 to 20,12,2.72E-08,alma1
80,DCM,180 to 2000,38,0,alma1
110,SRF,0.8 to 5,36,0,alma1
110,SRF,0.8 to 5,166,0,alma1
110,SRF,0.8 to 5,225,0,alma1
110,SRF,0.8 to 5,67,9.75E-08,alma1
110,SRF,0.8 to 5,58,1.54E-07,alma1
110,SRF,0.8 to 5,13,9.75E-08,alma1
110,SRF,0.8 to 5,44,0,alma1
110,SRF,0.8 to 5,179,0,alma1
110,SRF,0.8 to 5,332,0,alma1
110,SRF,0.8 to 5,66,0,alma1
93,SRF,180 to 2000,38,0,alma1
139,SRF,5 to 20,58,2.87E-08,alma1
139,SRF,5 to 20,1580,2.78E-08,alma1
139,SRF,5 to 20,179,0,alma1
139,SRF,5 to 20,44,0,alma1
139,SRF,5 to 20,166,0,alma1
38,SRF,180 to 2000,166,0,alma1
38,SRF,180 to 2000,44,0,alma1
38,SRF,180 to 2000,179,0,alma1
142,DCM,20 to 180,46,3.99E-07,alma1
142,DCM,20 to 180,12,8.91E-08,alma1
39,SRF,0.8 to 5,225,0,alma1
39,SRF,0.8 to 5,36,8.66E-08,alma1
39,SRF,0.8 to 5,166,0,alma1
39,SRF,0.8 to 5,58,5.22E-08,alma1
39,SRF,0.8 to 5,66,0,alma1
39,SRF,0.8 to 5,2743,0,alma1
39,SRF,0.8 to 5,179,0,alma1
4,DCM,5 to 20,12,2.41E-08,alma1
4,DCM,5 to 20,36,0,alma1
4,DCM,5 to 20,58,2.57E-08,alma1
4,DCM,5 to 20,1255,0,alma1
4,DCM,5 to 20,179,0,alma1
30,DCM,20 to 180,12,2.44E-07,alma1
23,DCM,20 to 180,12,4.56E-07,alma1
23,DCM,20 to 180,58,0,alma1
23,DCM,20 to 180,35,8.08E-08,alma1
23,SRF,180 to 2000,38,0,alma1
80,DCM,5 to 20,12,1.42E-07,alma1
80,DCM,5 to 20,44,0,alma1
70,SRF,5 to 20,332,0,alma1
70,SRF,5 to 20,58,0,alma1
70,SRF,5 to 20,1580,7.97E-08,alma1
70,SRF,5 to 20,44,0,alma1
70,SRF,5 to 20,2493,7.62E-08,alma1
82,SRF,0.8 to 5,66,0,alma1
82,SRF,0.8 to 5,30,2.12E-07,alma1
82,SRF,0.8 to 5,13,2.50E-05,alma1
82,SRF,0.8 to 5,24,0,alma1
82,SRF,0.8 to 5,4,2.76E-06,alma1
82,SRF,0.8 to 5,67,1.40E-05,alma1
82,SRF,0.8 to 5,58,3.13E-08,alma1
82,SRF,0.8 to 5,112,2.37E-06,alma1
82,SRF,0.8 to 5,74,3.13E-08,alma1
82,SRF,0.8 to 5,85,1.73E-06,alma1
72,SRF,180 to 2000,44,0,alma1
72,SRF,180 to 2000,12,6.44E-08,alma1
72,SRF,180 to 2000,46,3.28E-07,alma1
52,SRF,0.8 to 5,332,0,alma1
52,SRF,0.8 to 5,66,0,alma1
52,SRF,0.8 to 5,44,0,alma1
52,SRF,0.8 to 5,178,3.51E-08,alma1
52,SRF,0.8 to 5,58,9.34E-08,alma1
52,SRF,0.8 to 5,36,3.74E-08,alma1
52,SRF,0.8 to 5,166,0,alma1
52,SRF,0.8 to 5,225,0,alma1
139,SRF,0.8 to 5,4,0,alma1
139,SRF,0.8 to 5,58,1.66E-07,alma1
139,SRF,0.8 to 5,36,7.48E-08,alma1
139,SRF,0.8 to 5,166,0,alma1
139,SRF,0.8 to 5,179,0,alma1
139,SRF,0.8 to 5,2743,0,alma1
139,SRF,0.8 to 5,66,0,alma1
139,SRF,0.8 to 5,44,0,alma1
7,DCM,0.8 to 5,29,0,alma1
7,DCM,0.8 to 5,178,5.58E-08,alma1
7,DCM,0.8 to 5,36,1.25E-07,alma1
7,DCM,0.8 to 5,66,0,alma1
7,DCM,0.8 to 5,179,0,alma1
102,SRF,5 to 20,36,4.02E-08,alma1
102,SRF,5 to 20,44,0,alma1
102,SRF,5 to 20,332,0,alma1
102,SRF,5 to 20,1580,5.47E-08,alma1
102,SRF,5 to 20,58,0,alma1
76,SRF,5 to 20,44,0,alma1
132,SRF,20 to 180,46,6.28E-07,alma1
143,DCM,180 to 2000,38,0,alma1
18,DCM,20 to 180,12,5.41E-07,alma1
18,DCM,20 to 180,46,1.11E-07,alma1
66,DCM,0.8 to 5,24,0,alma1
66,DCM,0.8 to 5,179,0,alma1
66,DCM,0.8 to 5,2743,0,alma1
66,DCM,0.8 to 5,332,0,alma1
66,DCM,0.8 to 5,76,0,alma1
66,DCM,0.8 to 5,36,1.54E-07,alma1
66,DCM,0.8 to 5,1255,0,alma1
66,DCM,0.8 to 5,4,5.89E-08,alma1
66,DCM,0.8 to 5,67,0,alma1
66,DCM,0.8 to 5,13,0,alma1
66,DCM,0.8 to 5,178,6.75E-08,alma1
66,DCM,0.8 to 5,44,0,alma1
66,DCM,0.8 to 5,66,0,alma1
66,DCM,0.8 to 5,166,0,alma1
66,DCM,0.8 to 5,188,0,alma1
66,DCM,0.8 to 5,74,0,alma1
66,DCM,0.8 to 5,58,3.09E-07,alma1
111,SRF,0.8 to 5,58,1.36E-07,alma1
111,SRF,0.8 to 5,66,0,alma1
111,SRF,0.8 to 5,2743,0,alma1
111,SRF,0.8 to 5,332,0,alma1
111,SRF,0.8 to 5,44,0,alma1
111,SRF,0.8 to 5,36,3.95E-08,alma1
138,DCM,0.8 to 5,178,2.52E-08,alma1
138,DCM,0.8 to 5,44,0,alma1
138,DCM,0.8 to 5,76,0,alma1
138,DCM,0.8 to 5,66,0,alma1
138,DCM,0.8 to 5,2743,0,alma1
138,DCM,0.8 to 5,332,0,alma1
138,DCM,0.8 to 5,166,0,alma1
138,DCM,0.8 to 5,36,6.54E-08,alma1
138,DCM,0.8 to 5,58,8.00E-08,alma1
152,SRF,20 to 180,59,0,alma1
152,SRF,20 to 180,12,2.55E-08,alma1
152,SRF,20 to 180,35,5.49E-08,alma1
143,DCM,20 to 180,12,1.19E-07,alma1
143,DCM,20 to 180,2493,2.64E-08,alma1
143,DCM,20 to 180,46,1.12E-07,alma1
150,DCM,0.8 to 5,44,0,alma1
150,DCM,0.8 to 5,178,1.15E-07,alma1
150,DCM,0.8 to 5,66,0,alma1
150,DCM,0.8 to 5,2743,0,alma1
150,DCM,0.8 to 5,179,0,alma1
150,DCM,0.8 to 5,188,0,alma1
150,DCM,0.8 to 5,166,0,alma1
150,DCM,0.8 to 5,36,3.08E-07,alma1
150,DCM,0.8 to 5,58,1.85E-07,alma1
22,SRF,20 to 180,12,1.58E-07,alma1
22,SRF,20 to 180,35,2.30E-07,alma1
26,SRF,20 to 180,12,3.04E-07,alma1
93,DCM,0.8 to 5,166,0,alma1
93,DCM,0.8 to 5,36,2.54E-08,alma1
93,DCM,0.8 to 5,188,0,alma1
93,DCM,0.8 to 5,74,4.64E-08,alma1
93,DCM,0.8 to 5,67,2.53E-08,alma1
93,DCM,0.8 to 5,58,4.45E-07,alma1
93,DCM,0.8 to 5,13,2.53E-08,alma1
93,DCM,0.8 to 5,44,0,alma1
93,DCM,0.8 to 5,179,0,alma1
93,DCM,0.8 to 5,332,0,alma1
138,SRF,20 to 180,46,1.93E-08,alma1
138,SRF,20 to 180,44,0,alma1
131,SRF,180 to 2000,2493,5.98E-07,alma1
131,SRF,180 to 2000,38,0,alma1
66,SRF,20 to 180,12,3.63E-08,alma1
66,SRF,20 to 180,36,2.42E-08,alma1
66,SRF,20 to 180,59,0,alma1
128,DCM,180 to 2000,332,0,alma1
128,DCM,180 to 2000,44,0,alma1
136,SRF,180 to 2000,332,0,alma1
136,SRF,180 to 2000,44,0,alma1
147,SRF,5 to 20,12,2.92E-08,alma1
147,SRF,5 to 20,2493,1.73E-07,alma1
147,SRF,5 to 20,1580,5.07E-08,alma1
147,SRF,5 to 20,1255,0,alma1
123,SRF,5 to 20,44,0,alma1
123,SRF,5 to 20,1580,3.58E-08,alma1
123,SRF,5 to 20,58,0,alma1
123,SRF,5 to 20,76,0,alma1
123,SRF,5 to 20,1255,0,alma1
65,SRF,0.8 to 5,179,0,alma1
65,SRF,0.8 to 5,2743,0,alma1
65,SRF,0.8 to 5,76,0,alma1
65,SRF,0.8 to 5,66,0,alma1
65,SRF,0.8 to 5,13,7.58E-08,alma1
65,SRF,0.8 to 5,24,0,alma1
65,SRF,0.8 to 5,178,7.87E-08,alma1
65,SRF,0.8 to 5,44,0,alma1
65,SRF,0.8 to 5,4,0,alma1
65,SRF,0.8 to 5,58,2.02E-07,alma1
65,SRF,0.8 to 5,67,1.01E-07,alma1
65,SRF,0.8 to 5,166,0,alma1
65,SRF,0.8 to 5,36,7.33E-08,alma1
65,SRF,0.8 to 5,225,0,alma1
136,SRF,5 to 20,44,0,alma1
136,SRF,5 to 20,332,0,alma1
136,SRF,5 to 20,46,1.04E-07,alma1
136,SRF,5 to 20,1580,4.67E-08,alma1
143,DCM,5 to 20,2493,4.05E-08,alma1
143,DCM,5 to 20,46,4.43E-08,alma1
143,DCM,5 to 20,1580,5.13E-08,alma1
72,DCM,180 to 2000,38,0,alma1
122,SRF,5 to 20,58,0,alma1
122,SRF,5 to 20,44,0,alma1
18,SRF,0.8 to 5,66,0,alma1
18,SRF,0.8 to 5,178,1.86E-07,alma1
18,SRF,0.8 to 5,13,0,alma1
18,SRF,0.8 to 5,36,1.25E-06,alma1
102,DCM,5 to 20,44,0,alma1
81,SRF,20 to 180,112,5.01E-08,alma1
81,SRF,20 to 180,1580,7.32E-08,alma1
81,SRF,20 to 180,13,0,alma1
92,SRF,0.8 to 5,13,0,alma1
92,SRF,0.8 to 5,44,0,alma1
92,SRF,0.8 to 5,112,5.56E-08,alma1
92,SRF,0.8 to 5,58,0,alma1
92,SRF,0.8 to 5,4,9.00E-08,alma1
92,SRF,0.8 to 5,66,0,alma1
135,SRF,20 to 180,179,0,alma1
135,SRF,20 to 180,58,0,alma1
135,SRF,20 to 180,188,0,alma1
135,SRF,20 to 180,166,0,alma1
135,SRF,20 to 180,24,0,alma1
135,SRF,20 to 180,44,0,alma1
135,SRF,20 to 180,59,0,alma1
39,SRF,20 to 180,166,0,alma1
39,SRF,20 to 180,179,0,alma1
146,SRF,180 to 2000,2493,9.44E-06,alma1
146,SRF,180 to 2000,38,0,alma1
145,SRF,180 to 2000,2493,1.24E-06,alma1
145,SRF,180 to 2000,1255,0,alma1
145,SRF,180 to 2000,38,0,alma1
145,SRF,180 to 2000,747,0,alma1
111,DCM,0.8 to 5,44,0,alma1
111,DCM,0.8 to 5,332,0,alma1
111,DCM,0.8 to 5,58,8.35E-08,alma1
38,DCM,0.8 to 5,332,0,alma1
38,DCM,0.8 to 5,2743,0,alma1
38,DCM,0.8 to 5,179,0,alma1
38,DCM,0.8 to 5,66,0,alma1
38,DCM,0.8 to 5,44,0,alma1
38,DCM,0.8 to 5,178,5.26E-07,alma1
38,DCM,0.8 to 5,58,7.35E-07,alma1
38,DCM,0.8 to 5,188,0,alma1
38,DCM,0.8 to 5,36,1.33E-07,alma1
38,DCM,0.8 to 5,166,0,alma1
7,DCM,20 to 180,46,1.10E-07,alma1
64,SRF,5 to 20,1580,5.52E-08,alma1
65,SRF,180 to 2000,166,0,alma1
65,SRF,180 to 2000,2493,2.77E-08,alma1
65,SRF,180 to 2000,38,0,alma1
65,SRF,180 to 2000,58,0,alma1
66,SRF,0.8 to 5,36,8.58E-08,alma1
66,SRF,0.8 to 5,44,0,alma1
66,SRF,0.8 to 5,178,3.75E-08,alma1
66,SRF,0.8 to 5,66,0,alma1
98,SRF,180 to 2000,2493,1.62E-07,alma1
131,DCM,20 to 180,44,0,alma1
131,DCM,20 to 180,12,3.46E-07,alma1
131,DCM,20 to 180,46,9.94E-08,alma1
131,DCM,20 to 180,179,0,alma1
100,SRF,180 to 2000,58,0,alma1
100,SRF,180 to 2000,2493,6.91E-08,alma1
100,SRF,180 to 2000,44,0,alma1
7,DCM,5 to 20,12,1.49E-07,alma1
80,SRF,0.8 to 5,36,1.08E-07,alma1
80,SRF,0.8 to 5,178,3.61E-08,alma1
80,SRF,0.8 to 5,29,0,alma1
80,SRF,0.8 to 5,66,0,alma1
150,SRF,180 to 2000,38,0,alma1
150,SRF,180 to 2000,2493,1.73E-07,alma1
142,DCM,180 to 2000,38,0,alma1
142,DCM,180 to 2000,46,7.54E-08,alma1
7,SRF,20 to 180,46,1.18E-07,alma1
128,SRF,0.8 to 5,58,2.15E-07,alma1
128,SRF,0.8 to 5,166,0,alma1
128,SRF,0.8 to 5,36,4.88E-08,alma1
128,SRF,0.8 to 5,225,0,alma1
128,SRF,0.8 to 5,179,0,alma1
128,SRF,0.8 to 5,2743,0,alma1
128,SRF,0.8 to 5,66,0,alma1
128,SRF,0.8 to 5,44,0,alma1
25,DCM,20 to 180,35,3.87E-08,alma1
25,DCM,20 to 180,59,0,alma1
25,DCM,20 to 180,44,0,alma1
25,DCM,20 to 180,12,8.36E-07,alma1
38,DCM,20 to 180,46,8.00E-07,alma1
38,DCM,20 to 180,179,0,alma1
38,DCM,20 to 180,44,0,alma1
38,DCM,20 to 180,188,0,alma1
38,DCM,20 to 180,166,0,alma1
38,DCM,20 to 180,12,5.71E-08,alma1
25,SRF,0.8 to 5,36,1.27E-07,alma1
142,SRF,20 to 180,12,3.81E-08,alma1
142,SRF,20 to 180,46,2.75E-07,alma1
142,SRF,20 to 180,58,5.30E-08,alma1
7,SRF,0.8 to 5,66,0,alma1
7,SRF,0.8 to 5,36,1.48E-07,alma1
148,SRF,20 to 180,38,0,alma1
148,SRF,20 to 180,66,0,alma1
148,SRF,20 to 180,12,3.43E-08,alma1
148,SRF,20 to 180,2493,2.22E-07,alma1
70,SRF,0.8 to 5,36,4.67E-08,alma1
70,SRF,0.8 to 5,44,0,alma1
70,SRF,0.8 to 5,332,0,alma1
70,SRF,0.8 to 5,66,0,alma1
70,SRF,0.8 to 5,58,5.44E-08,alma1
9,DCM,0.8 to 5,166,0,alma1
9,DCM,0.8 to 5,36,3.10E-07,alma1
9,DCM,0.8 to 5,58,0,alma1
9,DCM,0.8 to 5,24,0,alma1
9,DCM,0.8 to 5,44,0,alma1
9,DCM,0.8 to 5,178,2.90E-07,alma1
9,DCM,0.8 to 5,179,0,alma1
9,DCM,0.8 to 5,66,0,alma1
145,SRF,0.8 to 5,44,0,alma1
145,SRF,0.8 to 5,13,3.62E-08,alma1
145,SRF,0.8 to 5,66,0,alma1
145,SRF,0.8 to 5,225,0,alma1
145,SRF,0.8 to 5,36,1.13E-07,alma1
145,SRF,0.8 to 5,1255,0,alma1
145,SRF,0.8 to 5,4,7.29E-08,alma1
145,SRF,0.8 to 5,58,1.23E-07,alma1
145,SRF,0.8 to 5,67,3.62E-08,alma1
145,SRF,0.8 to 5,747,0,alma1
111,DCM,20 to 180,46,1.90E-08,alma1
111,DCM,20 to 180,332,0,alma1
111,DCM,20 to 180,44,0,alma1
111,DCM,20 to 180,2493,3.80E-08,alma1
111,DCM,20 to 180,12,3.46E-07,alma1
151,DCM,180 to 2000,2493,4.78E-08,alma1
68,SRF,5 to 20,1580,1.13E-07,alma1
68,SRF,5 to 20,58,0,alma1
68,SRF,5 to 20,1255,0,alma1
68,SRF,5 to 20,44,0,alma1
68,SRF,5 to 20,12,4.08E-08,alma1
123,SRF,20 to 180,2493,1.78E-08,alma1
123,SRF,20 to 180,44,0,alma1
84,SRF,180 to 2000,13,5.59E-07,alma1
84,SRF,180 to 2000,85,8.71E-08,alma1
84,SRF,180 to 2000,74,2.75E-08,alma1
84,SRF,180 to 2000,112,2.01E-07,alma1
