Station,Depth,Filter,MGT,Transcripts,Gene
52,SRF,0.8 to 5,332,7.67E-08,dsyb
52,SRF,0.8 to 5,66,2.46E-07,dsyb
52,SRF,0.8 to 5,44,5.55E-07,dsyb
52,SRF,0.8 to 5,178,0,dsyb
52,SRF,0.8 to 5,58,3.58E-08,dsyb
52,SRF,0.8 to 5,36,8.60E-08,dsyb
52,SRF,0.8 to 5,166,7.06E-08,dsyb
52,SRF,0.8 to 5,225,3.74E-08,dsyb
139,SRF,0.8 to 5,4,2.83E-08,dsyb
139,SRF,0.8 to 5,58,7.09E-08,dsyb
139,SRF,0.8 to 5,36,6.21E-08,dsyb
139,SRF,0.8 to 5,166,4.90E-07,dsyb
139,SRF,0.8 to 5,179,1.89E-07,dsyb
139,SRF,0.8 to 5,2743,4.13E-08,dsyb
139,SRF,0.8 to 5,66,3.89E-07,dsyb
139,SRF,0.8 to 5,44,9.27E-06,dsyb
7,DCM,0.8 to 5,29,9.77E-08,dsyb
7,DCM,0.8 to 5,178,0,dsyb
7,DCM,0.8 to 5,36,4.45E-08,dsyb
7,DCM,0.8 to 5,66,1.37E-07,dsyb
7,DCM,0.8 to 5,179,4.76E-08,dsyb
102,SRF,5 to 20,36,0,dsyb
102,SRF,5 to 20,44,1.96E-06,dsyb
102,SRF,5 to 20,332,5.01E-08,dsyb
102,SRF,5 to 20,1580,0,dsyb
102,SRF,5 to 20,58,1.08E-07,dsyb
76,SRF,5 to 20,44,4.04E-08,dsyb
132,SRF,20 to 180,46,0,dsyb
143,DCM,180 to 2000,38,5.80E-08,dsyb
18,DCM,20 to 180,12,0,dsyb
18,DCM,20 to 180,46,0,dsyb
66,DCM,0.8 to 5,24,3.56E-08,dsyb
66,DCM,0.8 to 5,179,6.23E-08,dsyb
66,DCM,0.8 to 5,2743,3.89E-08,dsyb
66,DCM,0.8 to 5,332,4.37E-08,dsyb
66,DCM,0.8 to 5,76,5.07E-08,dsyb
66,DCM,0.8 to 5,36,1.32E-07,dsyb
66,DCM,0.8 to 5,1255,2.54E-08,dsyb
66,DCM,0.8 to 5,4,5.34E-08,dsyb
66,DCM,0.8 to 5,67,3.44E-08,dsyb
66,DCM,0.8 to 5,13,7.41E-08,dsyb
66,DCM,0.8 to 5,178,0,dsyb
66,DCM,0.8 to 5,44,3.19E-07,dsyb
66,DCM,0.8 to 5,66,2.56E-07,dsyb
66,DCM,0.8 to 5,166,1.67E-07,dsyb
66,DCM,0.8 to 5,188,2.71E-08,dsyb
66,DCM,0.8 to 5,74,5.34E-08,dsyb
66,DCM,0.8 to 5,58,9.02E-08,dsyb
111,SRF,0.8 to 5,58,0,dsyb
111,SRF,0.8 to 5,66,4.05E-08,dsyb
111,SRF,0.8 to 5,2743,3.95E-08,dsyb
111,SRF,0.8 to 5,332,2.13E-07,dsyb
111,SRF,0.8 to 5,44,1.81E-06,dsyb
111,SRF,0.8 to 5,36,4.24E-08,dsyb
138,DCM,0.8 to 5,178,0,dsyb
138,DCM,0.8 to 5,44,7.13E-07,dsyb
138,DCM,0.8 to 5,76,3.66E-08,dsyb
138,DCM,0.8 to 5,66,1.93E-07,dsyb
138,DCM,0.8 to 5,2743,2.81E-08,dsyb
138,DCM,0.8 to 5,332,4.52E-08,dsyb
138,DCM,0.8 to 5,166,6.76E-08,dsyb
138,DCM,0.8 to 5,36,1.50E-07,dsyb
138,DCM,0.8 to 5,58,4.93E-08,dsyb
152,SRF,20 to 180,59,1.78E-07,dsyb
152,SRF,20 to 180,12,0,dsyb
152,SRF,20 to 180,35,0,dsyb
143,DCM,20 to 180,12,0,dsyb
143,DCM,20 to 180,2493,0,dsyb
143,DCM,20 to 180,46,0,dsyb
150,DCM,0.8 to 5,44,2.65E-07,dsyb
150,DCM,0.8 to 5,178,0,dsyb
150,DCM,0.8 to 5,66,2.25E-07,dsyb
150,DCM,0.8 to 5,2743,4.46E-08,dsyb
150,DCM,0.8 to 5,179,7.96E-08,dsyb
150,DCM,0.8 to 5,188,3.45E-08,dsyb
150,DCM,0.8 to 5,166,2.01E-07,dsyb
150,DCM,0.8 to 5,36,9.59E-08,dsyb
150,DCM,0.8 to 5,58,3.04E-08,dsyb
22,SRF,20 to 180,12,0,dsyb
22,SRF,20 to 180,35,0,dsyb
26,SRF,20 to 180,12,0,dsyb
93,DCM,0.8 to 5,166,2.23E-07,dsyb
93,DCM,0.8 to 5,36,0,dsyb
93,DCM,0.8 to 5,188,3.75E-08,dsyb
93,DCM,0.8 to 5,74,0,dsyb
93,DCM,0.8 to 5,67,0,dsyb
93,DCM,0.8 to 5,58,5.49E-08,dsyb
93,DCM,0.8 to 5,13,6.49E-08,dsyb
93,DCM,0.8 to 5,44,3.78E-07,dsyb
93,DCM,0.8 to 5,179,1.04E-07,dsyb
93,DCM,0.8 to 5,332,4.07E-08,dsyb
138,SRF,20 to 180,46,0,dsyb
138,SRF,20 to 180,44,4.31E-08,dsyb
131,SRF,180 to 2000,2493,0,dsyb
131,SRF,180 to 2000,38,3.20E-08,dsyb
66,SRF,20 to 180,12,0,dsyb
66,SRF,20 to 180,36,0,dsyb
66,SRF,20 to 180,59,3.13E-08,dsyb
128,DCM,180 to 2000,332,1.85E-07,dsyb
128,DCM,180 to 2000,44,1.44E-06,dsyb
136,SRF,180 to 2000,332,7.92E-08,dsyb
136,SRF,180 to 2000,44,5.49E-07,dsyb
147,SRF,5 to 20,12,0,dsyb
147,SRF,5 to 20,2493,0,dsyb
147,SRF,5 to 20,1580,0,dsyb
147,SRF,5 to 20,1255,3.38E-08,dsyb
123,SRF,5 to 20,44,2.54E-07,dsyb
123,SRF,5 to 20,1580,0,dsyb
123,SRF,5 to 20,58,5.00E-08,dsyb
123,SRF,5 to 20,76,3.30E-08,dsyb
123,SRF,5 to 20,1255,2.92E-08,dsyb
65,SRF,0.8 to 5,179,4.91E-08,dsyb
65,SRF,0.8 to 5,2743,5.68E-08,dsyb
65,SRF,0.8 to 5,76,8.59E-08,dsyb
65,SRF,0.8 to 5,66,2.14E-06,dsyb
65,SRF,0.8 to 5,13,7.82E-08,dsyb
65,SRF,0.8 to 5,24,2.66E-08,dsyb
65,SRF,0.8 to 5,178,0,dsyb
65,SRF,0.8 to 5,44,4.97E-08,dsyb
65,SRF,0.8 to 5,4,3.58E-08,dsyb
65,SRF,0.8 to 5,58,8.58E-08,dsyb
65,SRF,0.8 to 5,67,0,dsyb
65,SRF,0.8 to 5,166,1.14E-07,dsyb
65,SRF,0.8 to 5,36,1.89E-07,dsyb
65,SRF,0.8 to 5,225,9.44E-08,dsyb
136,SRF,5 to 20,44,3.05E-07,dsyb
136,SRF,5 to 20,332,3.49E-08,dsyb
136,SRF,5 to 20,46,0,dsyb
136,SRF,5 to 20,1580,0,dsyb
143,DCM,5 to 20,2493,0,dsyb
143,DCM,5 to 20,46,0,dsyb
143,DCM,5 to 20,1580,0,dsyb
72,DCM,180 to 2000,38,1.40E-07,dsyb
122,SRF,5 to 20,58,1.92E-07,dsyb
122,SRF,5 to 20,44,6.35E-07,dsyb
18,SRF,0.8 to 5,66,5.19E-07,dsyb
18,SRF,0.8 to 5,178,0,dsyb
18,SRF,0.8 to 5,13,2.76E-07,dsyb
18,SRF,0.8 to 5,36,1.71E-06,dsyb
102,DCM,5 to 20,44,4.53E-07,dsyb
81,SRF,20 to 180,112,0,dsyb
81,SRF,20 to 180,1580,0,dsyb
81,SRF,20 to 180,13,2.90E-08,dsyb
92,SRF,0.8 to 5,13,8.30E-08,dsyb
92,SRF,0.8 to 5,44,8.25E-08,dsyb
92,SRF,0.8 to 5,112,0,dsyb
92,SRF,0.8 to 5,58,2.53E-07,dsyb
92,SRF,0.8 to 5,4,1.01E-07,dsyb
92,SRF,0.8 to 5,66,3.24E-08,dsyb
135,SRF,20 to 180,179,5.87E-07,dsyb
135,SRF,20 to 180,58,2.01E-07,dsyb
135,SRF,20 to 180,188,3.39E-07,dsyb
135,SRF,20 to 180,166,9.16E-07,dsyb
135,SRF,20 to 180,24,1.57E-07,dsyb
135,SRF,20 to 180,44,3.97E-07,dsyb
135,SRF,20 to 180,59,1.57E-07,dsyb
39,SRF,20 to 180,166,9.53E-08,dsyb
39,SRF,20 to 180,179,7.67E-08,dsyb
146,SRF,180 to 2000,2493,0,dsyb
146,SRF,180 to 2000,38,2.53E-08,dsyb
145,SRF,180 to 2000,2493,0,dsyb
145,SRF,180 to 2000,1255,2.90E-08,dsyb
145,SRF,180 to 2000,38,2.95E-08,dsyb
145,SRF,180 to 2000,747,2.57E-08,dsyb
111,DCM,0.8 to 5,44,6.88E-07,dsyb
111,DCM,0.8 to 5,332,1.67E-07,dsyb
111,DCM,0.8 to 5,58,0,dsyb
38,DCM,0.8 to 5,332,1.08E-07,dsyb
38,DCM,0.8 to 5,2743,2.48E-08,dsyb
38,DCM,0.8 to 5,179,1.13E-05,dsyb
38,DCM,0.8 to 5,66,1.46E-06,dsyb
38,DCM,0.8 to 5,44,2.35E-06,dsyb
38,DCM,0.8 to 5,178,0,dsyb
38,DCM,0.8 to 5,58,7.76E-08,dsyb
38,DCM,0.8 to 5,188,1.97E-07,dsyb
38,DCM,0.8 to 5,36,0,dsyb
38,DCM,0.8 to 5,166,3.16E-05,dsyb
7,DCM,20 to 180,46,0,dsyb
64,SRF,5 to 20,1580,0,dsyb
65,SRF,180 to 2000,166,3.44E-08,dsyb
65,SRF,180 to 2000,2493,0,dsyb
65,SRF,180 to 2000,38,3.50E-08,dsyb
65,SRF,180 to 2000,58,1.94E-08,dsyb
66,SRF,0.8 to 5,36,0,dsyb
66,SRF,0.8 to 5,44,4.00E-07,dsyb
66,SRF,0.8 to 5,178,0,dsyb
66,SRF,0.8 to 5,66,1.99E-07,dsyb
98,SRF,180 to 2000,2493,0,dsyb
131,DCM,20 to 180,44,3.83E-08,dsyb
131,DCM,20 to 180,12,0,dsyb
131,DCM,20 to 180,46,0,dsyb
131,DCM,20 to 180,179,6.79E-08,dsyb
100,SRF,180 to 2000,58,2.19E-08,dsyb
100,SRF,180 to 2000,2493,0,dsyb
100,SRF,180 to 2000,44,1.34E-07,dsyb
7,DCM,5 to 20,12,0,dsyb
80,SRF,0.8 to 5,36,5.11E-08,dsyb
80,SRF,0.8 to 5,178,0,dsyb
80,SRF,0.8 to 5,29,3.95E-06,dsyb
80,SRF,0.8 to 5,66,9.99E-08,dsyb
150,SRF,180 to 2000,38,3.28E-08,dsyb
150,SRF,180 to 2000,2493,0,dsyb
142,DCM,180 to 2000,38,4.50E-08,dsyb
142,DCM,180 to 2000,46,0,dsyb
7,SRF,20 to 180,46,0,dsyb
128,SRF,0.8 to 5,58,5.51E-08,dsyb
128,SRF,0.8 to 5,166,2.23E-07,dsyb
128,SRF,0.8 to 5,36,5.03E-08,dsyb
128,SRF,0.8 to 5,225,3.57E-08,dsyb
128,SRF,0.8 to 5,179,8.84E-08,dsyb
128,SRF,0.8 to 5,2743,3.88E-08,dsyb
128,SRF,0.8 to 5,66,4.06E-07,dsyb
128,SRF,0.8 to 5,44,6.63E-06,dsyb
25,DCM,20 to 180,35,0,dsyb
25,DCM,20 to 180,59,2.83E-08,dsyb
25,DCM,20 to 180,44,2.25E-08,dsyb
25,DCM,20 to 180,12,0,dsyb
38,DCM,20 to 180,46,0,dsyb
38,DCM,20 to 180,179,7.07E-08,dsyb
38,DCM,20 to 180,44,3.96E-08,dsyb
38,DCM,20 to 180,188,5.76E-08,dsyb
38,DCM,20 to 180,166,3.22E-07,dsyb
38,DCM,20 to 180,12,0,dsyb
25,SRF,0.8 to 5,36,1.02E-07,dsyb
142,SRF,20 to 180,12,0,dsyb
142,SRF,20 to 180,46,0,dsyb
142,SRF,20 to 180,58,0,dsyb
7,SRF,0.8 to 5,66,6.67E-08,dsyb
7,SRF,0.8 to 5,36,0,dsyb
148,SRF,20 to 180,38,2.70E-08,dsyb
148,SRF,20 to 180,66,2.46E-08,dsyb
148,SRF,20 to 180,12,0,dsyb
148,SRF,20 to 180,2493,0,dsyb
70,SRF,0.8 to 5,36,3.78E-08,dsyb
70,SRF,0.8 to 5,44,5.85E-07,dsyb
70,SRF,0.8 to 5,332,1.49E-07,dsyb
70,SRF,0.8 to 5,66,2.10E-07,dsyb
70,SRF,0.8 to 5,58,3.14E-08,dsyb
9,DCM,0.8 to 5,166,2.34E-07,dsyb
9,DCM,0.8 to 5,36,3.69E-07,dsyb
9,DCM,0.8 to 5,58,1.03E-07,dsyb
9,DCM,0.8 to 5,24,1.36E-07,dsyb
9,DCM,0.8 to 5,44,1.09E-06,dsyb
9,DCM,0.8 to 5,178,0,dsyb
9,DCM,0.8 to 5,179,9.02E-08,dsyb
9,DCM,0.8 to 5,66,9.56E-07,dsyb
145,SRF,0.8 to 5,44,5.75E-08,dsyb
145,SRF,0.8 to 5,13,1.84E-07,dsyb
145,SRF,0.8 to 5,66,4.03E-07,dsyb
145,SRF,0.8 to 5,225,5.11E-08,dsyb
145,SRF,0.8 to 5,36,3.34E-07,dsyb
145,SRF,0.8 to 5,1255,4.32E-08,dsyb
145,SRF,0.8 to 5,4,7.06E-07,dsyb
145,SRF,0.8 to 5,58,1.77E-07,dsyb
145,SRF,0.8 to 5,67,0,dsyb
145,SRF,0.8 to 5,747,2.36E-07,dsyb
111,DCM,20 to 180,46,0,dsyb
111,DCM,20 to 180,332,2.66E-08,dsyb
111,DCM,20 to 180,44,1.75E-07,dsyb
111,DCM,20 to 180,2493,0,dsyb
111,DCM,20 to 180,12,0,dsyb
151,DCM,180 to 2000,2493,0,dsyb
68,SRF,5 to 20,1580,0,dsyb
68,SRF,5 to 20,58,2.72E-08,dsyb
68,SRF,5 to 20,1255,3.85E-08,dsyb
68,SRF,5 to 20,44,8.86E-08,dsyb
68,SRF,5 to 20,12,0,dsyb
123,SRF,20 to 180,2493,0,dsyb
123,SRF,20 to 180,44,3.59E-07,dsyb
84,SRF,180 to 2000,13,4.61E-06,dsyb
84,SRF,180 to 2000,85,0,dsyb
84,SRF,180 to 2000,74,5.29E-07,dsyb
84,SRF,180 to 2000,112,0,dsyb
84,SRF,180 to 2000,4,3.71E-06,dsyb
84,SRF,180 to 2000,67,8.47E-07,dsyb
84,SRF,180 to 2000,30,1.18E-07,dsyb
64,DCM,20 to 180,12,0,dsyb
64,DCM,20 to 180,46,0,dsyb
65,DCM,5 to 20,58,0,dsyb
65,DCM,5 to 20,66,3.34E-08,dsyb
65,DCM,5 to 20,178,0,dsyb
149,SRF,20 to 180,46,0,dsyb
149,SRF,20 to 180,12,0,dsyb
149,SRF,20 to 180,2493,0,dsyb
22,DCM,0.8 to 5,2743,2.58E-08,dsyb
22,DCM,0.8 to 5,66,3.49E-08,dsyb
22,DCM,0.8 to 5,12,0,dsyb
22,DCM,0.8 to 5,24,2.58E-08,dsyb
22,DCM,0.8 to 5,36,1.20E-07,dsyb
22,DCM,0.8 to 5,44,2.77E-08,dsyb
70,SRF,180 to 2000,46,0,dsyb
70,SRF,180 to 2000,44,3.07E-08,dsyb
70,SRF,180 to 2000,2493,0,dsyb
78,SRF,20 to 180,178,0,dsyb
78,SRF,20 to 180,29,6.12E-08,dsyb
78,SRF,20 to 180,12,0,dsyb
41,SRF,180 to 2000,44,1.74E-07,dsyb
25,DCM,0.8 to 5,178,0,dsyb
25,DCM,0.8 to 5,225,5.89E-08,dsyb
25,DCM,0.8 to 5,36,9.80E-08,dsyb
25,DCM,0.8 to 5,66,1.94E-07,dsyb
39,DCM,20 to 180,166,2.63E-08,dsyb
68,DCM,5 to 20,12,0,dsyb
68,DCM,5 to 20,44,2.56E-08,dsyb
98,DCM,5 to 20,44,1.73E-07,dsyb
82,SRF,5 to 20,13,3.91E-06,dsyb
82,SRF,5 to 20,85,0,dsyb
82,SRF,5 to 20,74,4.26E-08,dsyb
82,SRF,5 to 20,112,0,dsyb
82,SRF,5 to 20,4,4.96E-07,dsyb
82,SRF,5 to 20,30,1.07E-07,dsyb
82,SRF,5 to 20,67,3.78E-08,dsyb
85,DCM,0.8 to 5,13,1.03E-07,dsyb
85,DCM,0.8 to 5,85,0,dsyb
85,DCM,0.8 to 5,74,7.21E-08,dsyb
85,DCM,0.8 to 5,112,0,dsyb
85,DCM,0.8 to 5,4,1.18E-06,dsyb
85,DCM,0.8 to 5,67,1.67E-07,dsyb
85,DCM,0.8 to 5,30,0,dsyb
110,SRF,5 to 20,44,4.80E-07,dsyb
110,SRF,5 to 20,332,4.78E-08,dsyb
110,SRF,5 to 20,46,0,dsyb
125,SRF,5 to 20,2493,0,dsyb
125,SRF,5 to 20,44,1.01E-06,dsyb
125,SRF,5 to 20,58,7.16E-08,dsyb
125,SRF,5 to 20,1580,0,dsyb
109,SRF,5 to 20,36,0,dsyb
109,SRF,5 to 20,166,1.09E-07,dsyb
109,SRF,5 to 20,44,7.99E-07,dsyb
109,SRF,5 to 20,179,4.87E-08,dsyb
109,SRF,5 to 20,1580,0,dsyb
109,SRF,5 to 20,58,3.67E-08,dsyb
147,SRF,20 to 180,12,0,dsyb
147,SRF,20 to 180,2493,0,dsyb
36,SRF,0.8 to 5,44,1.29E-07,dsyb
36,SRF,0.8 to 5,36,3.22E-08,dsyb
36,SRF,0.8 to 5,166,2.32E-06,dsyb
36,SRF,0.8 to 5,46,0,dsyb
36,SRF,0.8 to 5,58,0,dsyb
36,SRF,0.8 to 5,66,3.63E-07,dsyb
36,SRF,0.8 to 5,179,9.16E-07,dsyb
138,SRF,5 to 20,44,9.18E-08,dsyb
143,SRF,180 to 2000,2493,0,dsyb
143,SRF,180 to 2000,38,5.23E-08,dsyb
136,SRF,20 to 180,44,1.51E-07,dsyb
136,SRF,20 to 180,46,0,dsyb
82,DCM,180 to 2000,67,7.10E-08,dsyb
82,DCM,180 to 2000,30,2.22E-07,dsyb
82,DCM,180 to 2000,4,8.04E-07,dsyb
82,DCM,180 to 2000,112,0,dsyb
82,DCM,180 to 2000,74,4.56E-08,dsyb
82,DCM,180 to 2000,85,0,dsyb
82,DCM,180 to 2000,13,3.78E-06,dsyb
22,DCM,180 to 2000,35,0,dsyb
51,SRF,0.8 to 5,2743,9.55E-08,dsyb
51,SRF,0.8 to 5,66,2.36E-07,dsyb
51,SRF,0.8 to 5,36,8.93E-08,dsyb
51,SRF,0.8 to 5,29,4.76E-07,dsyb
18,DCM,5 to 20,24,1.33E-07,dsyb
18,DCM,5 to 20,36,0,dsyb
18,DCM,5 to 20,12,0,dsyb
18,DCM,5 to 20,46,0,dsyb
109,DCM,0.8 to 5,332,9.10E-08,dsyb
109,DCM,0.8 to 5,2743,1.21E-07,dsyb
109,DCM,0.8 to 5,179,3.16E-08,dsyb
109,DCM,0.8 to 5,66,9.51E-08,dsyb
109,DCM,0.8 to 5,44,2.60E-06,dsyb
109,DCM,0.8 to 5,46,0,dsyb
109,DCM,0.8 to 5,58,3.96E-08,dsyb
109,DCM,0.8 to 5,36,3.05E-08,dsyb
109,DCM,0.8 to 5,166,1.27E-07,dsyb
30,SRF,5 to 20,12,0,dsyb
98,DCM,20 to 180,12,0,dsyb
98,DCM,20 to 180,2493,0,dsyb
98,DCM,20 to 180,112,0,dsyb
98,DCM,20 to 180,4,0,dsyb
83,SRF,180 to 2000,13,4.64E-07,dsyb
83,SRF,180 to 2000,4,2.80E-07,dsyb
83,SRF,180 to 2000,67,0,dsyb
83,SRF,180 to 2000,112,0,dsyb
78,SRF,180 to 2000,2493,0,dsyb
78,SRF,180 to 2000,38,2.94E-08,dsyb
131,SRF,20 to 180,44,4.51E-08,dsyb
131,SRF,20 to 180,46,0,dsyb
102,DCM,0.8 to 5,44,4.11E-06,dsyb
102,DCM,0.8 to 5,178,0,dsyb
102,DCM,0.8 to 5,66,2.40E-07,dsyb
102,DCM,0.8 to 5,332,4.43E-07,dsyb
102,DCM,0.8 to 5,2743,2.25E-08,dsyb
102,DCM,0.8 to 5,179,7.78E-08,dsyb
102,DCM,0.8 to 5,188,4.81E-08,dsyb
102,DCM,0.8 to 5,36,0,dsyb
102,DCM,0.8 to 5,166,1.63E-07,dsyb
102,DCM,0.8 to 5,58,0,dsyb
18,SRF,5 to 20,12,0,dsyb
151,SRF,5 to 20,46,0,dsyb
151,SRF,5 to 20,2493,0,dsyb
151,SRF,5 to 20,12,0,dsyb
11,SRF,5 to 20,66,6.70E-08,dsyb
102,SRF,0.8 to 5,44,1.41E-05,dsyb
102,SRF,0.8 to 5,332,2.43E-07,dsyb
102,SRF,0.8 to 5,58,3.76E-08,dsyb
83,SRF,0.8 to 5,13,1.13E-05,dsyb
83,SRF,0.8 to 5,66,1.26E-07,dsyb
83,SRF,0.8 to 5,30,8.55E-08,dsyb
83,SRF,0.8 to 5,85,0,dsyb
83,SRF,0.8 to 5,74,8.64E-08,dsyb
83,SRF,0.8 to 5,112,0,dsyb
83,SRF,0.8 to 5,747,6.47E-08,dsyb
83,SRF,0.8 to 5,4,1.69E-05,dsyb
83,SRF,0.8 to 5,67,5.87E-06,dsyb
83,SRF,0.8 to 5,58,1.13E-06,dsyb
84,SRF,5 to 20,112,0,dsyb
84,SRF,5 to 20,4,3.19E-07,dsyb
84,SRF,5 to 20,30,1.64E-07,dsyb
84,SRF,5 to 20,13,6.24E-07,dsyb
84,SRF,5 to 20,74,1.45E-07,dsyb
84,SRF,5 to 20,44,6.06E-08,dsyb
25,SRF,20 to 180,12,0,dsyb
25,SRF,20 to 180,46,0,dsyb
25,SRF,20 to 180,38,3.15E-08,dsyb
150,SRF,5 to 20,166,5.20E-08,dsyb
150,SRF,5 to 20,2493,0,dsyb
150,SRF,5 to 20,1580,0,dsyb
150,SRF,5 to 20,1255,1.17E-07,dsyb
150,SRF,5 to 20,66,3.20E-08,dsyb
136,SRF,0.8 to 5,58,8.34E-08,dsyb
136,SRF,0.8 to 5,36,3.69E-08,dsyb
136,SRF,0.8 to 5,166,7.44E-08,dsyb
136,SRF,0.8 to 5,225,4.58E-08,dsyb
136,SRF,0.8 to 5,179,2.98E-08,dsyb
136,SRF,0.8 to 5,2743,2.59E-08,dsyb
136,SRF,0.8 to 5,332,4.12E-08,dsyb
136,SRF,0.8 to 5,66,5.16E-07,dsyb
136,SRF,0.8 to 5,44,2.54E-06,dsyb
85,DCM,20 to 180,13,1.90E-06,dsyb
85,DCM,20 to 180,74,2.32E-07,dsyb
85,DCM,20 to 180,112,0,dsyb
85,DCM,20 to 180,4,4.05E-06,dsyb
85,DCM,20 to 180,67,1.61E-07,dsyb
85,DCM,20 to 180,30,2.42E-06,dsyb
122,SRF,180 to 2000,44,6.90E-07,dsyb
122,SRF,180 to 2000,13,0,dsyb
122,SRF,180 to 2000,58,1.39E-07,dsyb
122,SRF,180 to 2000,67,0,dsyb
122,SRF,180 to 2000,332,6.78E-08,dsyb
52,DCM,0.8 to 5,58,9.31E-08,dsyb
52,DCM,0.8 to 5,66,1.76E-07,dsyb
52,DCM,0.8 to 5,332,1.05E-07,dsyb
52,DCM,0.8 to 5,179,1.66E-07,dsyb
52,DCM,0.8 to 5,44,1.10E-06,dsyb
52,DCM,0.8 to 5,166,4.46E-07,dsyb
52,DCM,0.8 to 5,36,5.40E-08,dsyb
145,SRF,20 to 180,59,8.50E-08,dsyb
145,SRF,20 to 180,12,0,dsyb
111,SRF,20 to 180,46,0,dsyb
111,SRF,20 to 180,44,2.25E-08,dsyb
111,SRF,20 to 180,12,0,dsyb
148,SRF,180 to 2000,38,1.06E-07,dsyb
148,SRF,180 to 2000,2493,0,dsyb
145,SRF,5 to 20,2493,0,dsyb
145,SRF,5 to 20,1255,4.66E-07,dsyb
145,SRF,5 to 20,58,0,dsyb
78,DCM,20 to 180,46,0,dsyb
78,DCM,20 to 180,178,0,dsyb
78,DCM,20 to 180,12,0,dsyb
100,DCM,0.8 to 5,66,1.48E-07,dsyb
100,DCM,0.8 to 5,58,3.76E-08,dsyb
100,DCM,0.8 to 5,2743,2.57E-08,dsyb
100,DCM,0.8 to 5,332,5.66E-07,dsyb
100,DCM,0.8 to 5,225,4.85E-08,dsyb
100,DCM,0.8 to 5,44,1.78E-06,dsyb
100,DCM,0.8 to 5,36,0,dsyb
39,SRF,5 to 20,179,2.23E-07,dsyb
39,SRF,5 to 20,166,5.64E-07,dsyb
109,SRF,180 to 2000,44,8.81E-08,dsyb
109,SRF,180 to 2000,166,6.38E-08,dsyb
109,SRF,180 to 2000,38,2.71E-08,dsyb
109,SRF,180 to 2000,179,2.82E-08,dsyb
98,DCM,180 to 2000,2493,0,dsyb
98,DCM,180 to 2000,12,0,dsyb
98,DCM,180 to 2000,36,7.65E-08,dsyb
51,SRF,20 to 180,46,0,dsyb
85,SRF,180 to 2000,13,1.14E-05,dsyb
85,SRF,180 to 2000,74,2.04E-06,dsyb
85,SRF,180 to 2000,112,0,dsyb
85,SRF,180 to 2000,67,7.54E-07,dsyb
85,SRF,180 to 2000,30,3.97E-06,dsyb
85,SRF,180 to 2000,4,8.62E-06,dsyb
85,SRF,20 to 180,13,3.03E-06,dsyb
85,SRF,20 to 180,74,3.13E-07,dsyb
85,SRF,20 to 180,112,0,dsyb
85,SRF,20 to 180,67,2.60E-07,dsyb
85,SRF,20 to 180,30,6.13E-06,dsyb
85,SRF,20 to 180,4,1.04E-05,dsyb
128,DCM,0.8 to 5,178,0,dsyb
128,DCM,0.8 to 5,44,1.03E-05,dsyb
128,DCM,0.8 to 5,179,1.43E-07,dsyb
128,DCM,0.8 to 5,2743,4.49E-08,dsyb
128,DCM,0.8 to 5,66,1.43E-07,dsyb
128,DCM,0.8 to 5,36,7.23E-08,dsyb
128,DCM,0.8 to 5,166,3.99E-07,dsyb
128,DCM,0.8 to 5,225,2.42E-08,dsyb
128,DCM,0.8 to 5,1255,3.24E-08,dsyb
128,DCM,0.8 to 5,58,2.83E-08,dsyb
109,SRF,0.8 to 5,66,1.83E-07,dsyb
109,SRF,0.8 to 5,58,3.25E-08,dsyb
109,SRF,0.8 to 5,179,8.38E-07,dsyb
109,SRF,0.8 to 5,44,2.76E-05,dsyb
109,SRF,0.8 to 5,36,9.40E-08,dsyb
109,SRF,0.8 to 5,166,2.09E-06,dsyb
128,SRF,5 to 20,1255,8.52E-08,dsyb
128,SRF,5 to 20,332,3.25E-08,dsyb
128,SRF,5 to 20,179,8.89E-08,dsyb
128,SRF,5 to 20,44,3.89E-07,dsyb
128,SRF,5 to 20,166,1.64E-07,dsyb
52,SRF,20 to 180,2493,0,dsyb
52,SRF,20 to 180,44,9.48E-08,dsyb
52,SRF,20 to 180,13,2.91E-08,dsyb
52,SRF,20 to 180,58,2.62E-08,dsyb
52,SRF,20 to 180,46,0,dsyb